Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,63759,0,3700.0,3531.7952897778246,5.31952700112015,5465.662959000838,10204.887796232688,212.6508603186669,0.0,3700,3900,4000,4100,4300,4400,4600,4700,5000,5400,5500
,Aggregated,63759,0,3700.0,3531.7952897778246,5.31952700112015,5465.662959000838,10204.887796232688,212.6508603186669,0.0,3700,3900,4000,4100,4300,4400,4600,4700,5000,5400,5500
