Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/product/0PUK6V6EV0,273527,273527,17,53.5777374142452,0.4454730005818419,285.0465709998389,0.0,911.4615576454552,911.4615576454552,17,51,91,120,160,200,220,240,270,280,290
,Aggregated,273527,273527,17,53.5777374142452,0.4454730005818419,285.0465709998389,0.0,911.4615576454552,911.4615576454552,17,51,91,120,160,200,220,240,270,280,290
