Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,200,0,15,16.35851145030756,8.555677995900624,60.803404994658194,10205.0,2.0170038315005367,0.0,15,17,18,19,22,26,32,59,61,61,61
,Aggregated,200,0,15,16.35851145030756,8.555677995900624,60.803404994658194,10205.0,2.0170038315005367,0.0,15,17,18,19,22,26,32,59,61,61,61
