Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/cart,276871,276871,9,43.01520860923974,0.44137500026408816,271.16257899979246,0.0,923.1999222785487,923.1999222785487,9,27,56,89,150,190,220,230,250,270,270
,Aggregated,276871,276871,9,43.01520860923974,0.44137500026408816,271.16257899979246,0.0,923.1999222785487,923.1999222785487,9,27,56,89,150,190,220,230,250,270,270
